,BuildingType,PrimaryPropertyType,Neighborhood,NumberofBuildings,NumberofFloors,PropertyGFATotal,LargestPropertyUseType,SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,BuildingAge,TotalUseTypeNumber,GFABuildingRate,GFAParkingRate,GFAPerBuilding,GFAPerFloor,harvesine_distance
3076,Multifamily LR (1-4),Low-Rise Multifamily,SOUTHEAST,1,4,87958,Multifamily Housing,27.60000038,2606130.75,67.17,0.76,3,2,1.0,0.0,87958.0,21989.5,5.807455750780952
3077,NonResidential,Senior Care Community,CENTRAL,1,6,79805,Senior Care Community,94.40000153,7531325.0,184.81,2.32,3,2,1.0,0.0,79805.0,13300.833,1.5956779967830177
3078,Multifamily LR (1-4),Low-Rise Multifamily,EAST,1,4,23397,Multifamily Housing,34.5,806398.1875,17.81,0.76,3,1,1.0,0.0,23397.0,5849.25,1.0064736471116784
3079,NonResidential,K-12 School,NORTHWEST,1,2,48925,K-12 School,26.20000076,1662054.125,22.76,0.47,2,1,1.0,0.0,48925.0,24462.5,8.648801966585005
3080,Multifamily MR (5-9),Mid-Rise Multifamily,LAKE UNION,1,7,229742,Multifamily Housing,33.90000153,5987079.0,142.48,0.62,3,2,1.0,0.0,229742.0,32820.286,1.1862436719160727
3081,NonResidential,Other,NORTHEAST,1,6,305025,Lifestyle Center,76.59999847,25959642.0,809.76,2.65,3,2,0.21563,0.78437,305025.0,50837.5,4.1789710822219055
3082,Multifamily LR (1-4),Low-Rise Multifamily,CENTRAL,1,4,122941,Multifamily Housing,33.29999924,2014148.0,14.04,0.11,2,2,1.0,0.0,122941.0,30735.25,1.423051825277748
3083,NonResidential,Large Office,GREATER DUWAMISH,1,7,333714,Office,23.89999962,4581493.0,42.2,0.13,2,2,0.56044,0.43956,333714.0,47673.429,1.2132008927672435
3084,Multifamily MR (5-9),Mid-Rise Multifamily,LAKE UNION,1,7,145716,Multifamily Housing,28.70000076,3276819.0,75.96,0.52,2,2,1.0,0.0,145716.0,20816.571,1.2398664948679994
3085,Multifamily LR (1-4),Low-Rise Multifamily,LAKE UNION,1,4,34723,Multifamily Housing,48.79999924,1696024.5,30.72,0.88,2,1,1.0,0.0,34723.0,8680.75,3.710242670803564
3086,Multifamily MR (5-9),Mid-Rise Multifamily,EAST,1,6,55113,Multifamily Housing,28.5,1199392.0,8.36,0.15,2,2,1.0,0.0,55113.0,9185.5,1.241391337719273
3087,Multifamily MR (5-9),Mid-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1,7,209583,Multifamily Housing,20.39999962,5590266.5,124.68,0.59,2,1,1.0,0.0,209583.0,29940.429,3.5946664030536293
3088,NonResidential,Other,GREATER DUWAMISH,1,2,56988,Automobile Dealership,22.20000076,544172.375,16.13,0.28,2,2,1.0,0.0,56988.0,28494.0,1.5795744794829
3089,Multifamily HR (10+),High-Rise Multifamily,DOWNTOWN,1,25,237186,Multifamily Housing,66.0,11951945.0,280.35,1.18,2,2,1.0,0.0,237186.0,9487.44,0.529454168306968
3090,Multifamily LR (1-4),Low-Rise Multifamily,EAST,1,3,93179,Multifamily Housing,33.20000076,2115666.0,52.55,0.56,2,2,1.0,0.0,93179.0,31059.667,1.724516921024024
3091,Multifamily MR (5-9),Mid-Rise Multifamily,NORTHWEST,4,6,292376,Multifamily Housing,36.29999924,10084950.0,265.63,0.91,2,3,1.0,0.0,73094.0,48729.333,5.149550919633972
3092,Multifamily MR (5-9),Mid-Rise Multifamily,SOUTHWEST,1,7,137068,Multifamily Housing,43.20000076,3048317.5,77.99,0.57,2,2,1.0,0.0,137068.0,19581.143,3.888809775545822
3093,Multifamily MR (5-9),Mid-Rise Multifamily,EAST,1,7,103100,Multifamily Housing,50.09999847,3344833.0,93.31,0.91,2,3,0.96702,0.03298,103100.0,14728.571,0.8956343083826143
3094,Multifamily MR (5-9),Mid-Rise Multifamily,NORTH,3,6,447915,Multifamily Housing,27.0,8437401.0,197.27,0.44,2,3,1.0,0.0,149305.0,74652.5,8.821407413767941
3095,Multifamily MR (5-9),Mid-Rise Multifamily,NORTHEAST,1,6,84891,Multifamily Housing,24.70000076,2324764.0,62.23,0.73,2,2,1.0,0.0,84891.0,14148.5,4.7614958017531785
3096,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,1,7,47343,Multifamily Housing,30.20000076,1430356.75,46.79,0.99,2,2,1.0,0.0,47343.0,6763.286,0.7857870596056918
3097,Multifamily MR (5-9),Mid-Rise Multifamily,GREATER DUWAMISH,1,5,78756,Multifamily Housing,32.0,1784796.5,22.23,0.28,2,1,1.0,0.0,78756.0,15751.2,2.5788902483114606
3098,Multifamily MR (5-9),Mid-Rise Multifamily,BALLARD,1,8,439262,Multifamily Housing,32.0,9341427.0,181.67,0.41,2,3,1.0,0.0,439262.0,54907.75,4.8263704341597
3099,Multifamily MR (5-9),Mid-Rise Multifamily,EAST,1,6,123075,Multifamily Housing,33.40000153,2759071.5,65.35,0.53,2,2,0.74068,0.25932,123075.0,20512.5,0.8109252606717199
3100,Campus,University,GREATER DUWAMISH,4,2,149856,College/University,42.29999924,6335315.5,107.29,0.72,9,1,1.0,0.0,37464.0,74928.0,4.453390297589349
3101,NonResidential,Other,DELRIDGE,1,2,44162,Pre-school/Daycare,35.0,1546484.875,38.13,0.86,6,2,1.0,0.0,44162.0,22081.0,6.403068031236723
3102,Nonresidential COS,Other,SOUTHEAST,1,1,53775,Other - Recreation,224.8999939,12095818.0,457.51,8.51,3,7,1.0,0.0,53775.0,53775.0,6.310429973249585
3103,Multifamily MR (5-9),Mid-Rise Multifamily,GREATER DUWAMISH,1,6,45167,Multifamily Housing,29.29999924,1118490.0,23.37,0.52,2,4,1.0,0.0,45167.0,7527.833,2.12884022263142
3104,Multifamily HR (10+),High-Rise Multifamily,EAST,1,32,434839,Multifamily Housing,46.5,11962615.0,221.47,0.51,2,1,1.0,0.0,434839.0,13588.719,0.2629941930378413
3105,Multifamily HR (10+),High-Rise Multifamily,DOWNTOWN,1,13,201839,Multifamily Housing,44.40000153,5887101.5,130.6,0.65,2,2,1.0,0.0,201839.0,15526.077,1.1280931239295209
3106,Multifamily MR (5-9),Mixed Use Property,MAGNOLIA / QUEEN ANNE,1,5,233528,Multifamily Housing,23.29999924,3590731.0,107.51,0.46,2,4,1.0,0.0,233528.0,46705.6,2.3899843547119684
3107,NonResidential,University,EAST,1,2,99765,College/University,31.89999962,3185005.25,74.3,0.74,23,1,1.0,0.0,99765.0,49882.5,0.9111594634544914
3108,NonResidential,University,EAST,1,3,428347,College/University,78.40000153,37022180.0,1280.81,2.99,91,1,1.0,0.0,428347.0,142782.333,0.9134851917562374
3109,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,1,7,135643,Multifamily Housing,30.20000076,3165129.5,68.04,0.5,2,2,1.0,0.0,135643.0,19377.571,0.903742337052832
3110,Multifamily LR (1-4),Low-Rise Multifamily,NORTHEAST,1,2,31928,Multifamily Housing,33.70000076,1075019.375,7.49,0.23,3,1,1.0,0.0,31928.0,15964.0,5.936809004194028
3111,NonResidential,Hospital,EAST,1,8,374466,Hospital (General Medical & Surgical),162.3000031,163945984.0,6330.91,16.91,96,1,1.0,0.0,374466.0,46808.25,0.3241178957359126
3112,Multifamily MR (5-9),Mixed Use Property,DOWNTOWN,1,5,66460,Multifamily Housing,87.69999695,5826745.0,190.05,2.86,33,5,1.0,0.0,66460.0,13292.0,0.474688826198241
3113,NonResidential,Senior Care Community,DOWNTOWN,1,3,197395,Senior Care Community,62.79999924,2737534.5,58.28,0.3,27,6,0.20971,0.79029,197395.0,65798.333,0.5048179618255261
3114,NonResidential,Supermarket / Grocery Store,BALLARD,1,8,41198,Supermarket/Grocery Store,188.6000061,7768057.5,82.58,2.0,6,1,1.0,0.0,41198.0,5149.75,5.119297958945116
3115,Nonresidential COS,Other,GREATER DUWAMISH,1,1,20993,"Repair Services (Vehicle, Shoe, Locksmith, etc)",44.0,923812.8125,10.8,0.51,2,4,1.0,0.0,20993.0,20993.0,0.8602472109450235
3116,Multifamily MR (5-9),Mid-Rise Multifamily,EAST,2,7,278554,Multifamily Housing,22.79999924,6352846.5,159.16,0.57,2,1,0.86565,0.13435,139277.0,39793.429,0.7891914572366712
3117,Multifamily MR (5-9),Mid-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1,5,118344,Multifamily Housing,23.39999962,2309007.25,16.1,0.14,2,2,1.0,0.0,118344.0,23668.8,2.021889511776481
3118,NonResidential,University,NORTHEAST,1,4,58779,College/University,85.09999847,5000717.0,25.93,0.44,47,1,1.0,0.0,58779.0,14694.75,3.516053911842691
3119,NonResidential,University,NORTHEAST,1,6,203030,College/University,252.0,51168308.0,199.48,0.98,18,1,1.0,0.0,203030.0,33838.333,3.486118341874542
3120,NonResidential,Large Office,LAKE UNION,1,6,427181,Office,38.29999924,16371039.0,213.7,0.5,2,2,1.0,0.0,427181.0,71196.833,1.2645877057830794
3121,Multifamily MR (5-9),Residence Hall,MAGNOLIA / QUEEN ANNE,1,5,69451,Residence Hall/Dormitory,34.20000076,1603730.25,43.06,0.62,1,2,1.0,0.0,69451.0,13890.2,3.403376158311027
3122,Multifamily LR (1-4),Senior Care Community,NORTHWEST,1,4,47711,Senior Care Community,25.5,1215698.75,28.94,0.61,1,2,1.0,0.0,47711.0,11927.75,4.926841283779496
3123,Multifamily MR (5-9),Mid-Rise Multifamily,EAST,1,6,107556,Multifamily Housing,38.40000153,2711776.5,18.9,0.18,1,2,1.0,0.0,107556.0,17926.0,0.752940657766616
3124,Multifamily LR (1-4),Low-Rise Multifamily,NORTH,1,4,20128,Multifamily Housing,29.5,619545.125,4.32,0.21,1,1,1.0,0.0,20128.0,5032.0,8.055867544526675
3125,Multifamily HR (10+),High-Rise Multifamily,DOWNTOWN,1,26,619416,Multifamily Housing,53.40000153,23853556.0,691.57,1.12,2,3,1.0,0.0,619416.0,23823.692,0.5766451009694725
3126,Multifamily HR (10+),High-Rise Multifamily,DOWNTOWN,1,26,269065,Multifamily Housing,41.5,8052614.5,175.44,0.65,2,2,1.0,0.0,269065.0,10348.654,1.0705832049777455
3127,Multifamily MR (5-9),Mid-Rise Multifamily,EAST,3,6,83296,Multifamily Housing,37.20000076,1957505.75,42.81,0.51,3,3,1.0,0.0,27765.333,13882.667,1.3495346313042222
3128,Multifamily LR (1-4),Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1,4,112264,Multifamily Housing,28.89999962,2549649.75,17.77,0.16,2,1,1.0,0.0,112264.0,28066.0,3.5459674654836264
3129,NonResidential,Self-Storage Facility,SOUTHEAST,1,4,101580,Self-Storage Facility,10.69999981,940844.6875,9.91,0.1,2,1,0.86214,0.13786,101580.0,25395.0,3.107433784968121
3130,Multifamily MR (5-9),Mid-Rise Multifamily,LAKE UNION,1,7,94909,Multifamily Housing,36.70000076,2483074.25,59.33,0.63,2,2,1.0,0.0,94909.0,13558.429,1.1909287992335036
3131,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,1,7,74509,Multifamily Housing,78.40000153,4216639.5,184.15,2.47,2,2,1.0,0.0,74509.0,10644.143,0.5091870320123063
3132,Multifamily MR (5-9),Mid-Rise Multifamily,EAST,1,7,118800,Multifamily Housing,55.09999847,4423607.0,127.53,1.07,3,2,1.0,0.0,118800.0,16971.429,1.018063028508873
3133,NonResidential,Other,NORTHEAST,1,3,33648,Parking,35.90000153,1399581.625,9.76,0.29,2,2,1.0,0.0,33648.0,11216.0,4.064630972346647
3134,Multifamily LR (1-4),Low-Rise Multifamily,NORTHEAST,1,4,21267,Multifamily Housing,37.09999847,728167.0,17.8,0.84,2,2,1.0,0.0,21267.0,5316.75,3.5689268642795637
3135,Multifamily MR (5-9),Mid-Rise Multifamily,NORTHEAST,1,5,30649,Multifamily Housing,42.29999924,1038351.875,34.11,1.11,2,1,1.0,0.0,30649.0,6129.8,3.50325976589495
3136,Multifamily MR (5-9),Mid-Rise Multifamily,BALLARD,1,6,39286,Multifamily Housing,57.09999847,1392299.75,9.71,0.25,2,1,1.0,0.0,39286.0,6547.667,5.020545826762725
3137,Multifamily MR (5-9),Mixed Use Property,EAST,1,6,158967,Multifamily Housing,55.0,5832666.5,123.99,0.78,4,6,1.0,0.0,158967.0,26494.5,0.9948917874546784
3138,Multifamily MR (5-9),Mid-Rise Multifamily,NORTHEAST,2,7,42905,Multifamily Housing,51.59999847,1649327.625,33.09,0.77,2,1,1.0,0.0,21452.5,6129.286,3.602611292273005
3139,Multifamily MR (5-9),Mid-Rise Multifamily,EAST,1,7,85647,Multifamily Housing,57.0,4135280.25,64.39,0.75,2,2,1.0,0.0,85647.0,12235.286,1.019037736653361
3140,Multifamily LR (1-4),Senior Care Community,SOUTHEAST,1,4,45892,Senior Care Community,41.5,1904641.75,30.41,0.66,2,1,1.0,0.0,45892.0,11473.0,3.10155291839551
3141,Multifamily HR (10+),High-Rise Multifamily,DOWNTOWN,1,41,499477,Multifamily Housing,67.09999847,20657852.0,622.23,1.25,2,3,1.0,0.0,499477.0,12182.366,0.4861160514151077
3142,Multifamily MR (5-9),Mid-Rise Multifamily,NORTHEAST,1,6,26198,Multifamily Housing,64.09999847,1060818.25,40.99,1.56,2,1,1.0,0.0,26198.0,4366.333,5.968054970052643
3143,Multifamily MR (5-9),Mid-Rise Multifamily,BALLARD,1,7,418285,Multifamily Housing,20.0,8374301.0,172.46,0.41,2,2,1.0,0.0,418285.0,59755.0,5.07270304987578
3144,Multifamily MR (5-9),Mid-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1,5,70191,Multifamily Housing,30.70000076,2152312.5,49.89,0.71,2,2,1.0,0.0,70191.0,14038.2,1.7821532874654735
3145,Multifamily MR (5-9),Mid-Rise Multifamily,NORTHEAST,1,7,82087,Multifamily Housing,21.29999924,1747090.375,12.18,0.15,2,2,1.0,0.0,82087.0,11726.714,3.910776056102321
3146,Multifamily MR (5-9),Mid-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1,8,31990,Multifamily Housing,33.5,1072487.875,27.71,0.87,2,1,1.0,0.0,31990.0,3998.75,1.532110739456327
3147,Multifamily MR (5-9),Mid-Rise Multifamily,EAST,1,7,33625,Multifamily Housing,28.89999962,974940.375,22.5,0.67,1,1,1.0,0.0,33625.0,4803.571,1.1834260515952402
3148,Multifamily MR (5-9),Mid-Rise Multifamily,EAST,1,5,22455,Multifamily Housing,31.89999962,689373.8125,4.81,0.21,1,1,1.0,0.0,22455.0,4491.0,1.2297214665610274
3149,Multifamily LR (1-4),Low-Rise Multifamily,LAKE UNION,1,4,182378,Multifamily Housing,23.29999924,4249212.0,115.73,0.63,2,2,1.0,0.0,182378.0,45594.5,3.182578161215543
3150,Multifamily MR (5-9),Mid-Rise Multifamily,NORTH,1,5,313595,Multifamily Housing,44.79999924,7338641.5,163.02,0.52,2,2,0.70562,0.29438,313595.0,62719.0,7.067123031548807
3151,NonResidential,Small- and Mid-Sized Office,EAST,1,5,37873,Office,62.0,2346692.5,65.01,1.72,1,5,1.0,0.0,37873.0,7574.6,0.8459788996785895
3152,Multifamily MR (5-9),Mid-Rise Multifamily,EAST,1,7,62049,Multifamily Housing,35.0,1066276.75,9.0,0.15,2,2,1.0,0.0,62049.0,8864.143,1.0240468717787892
3153,Multifamily LR (1-4),Low-Rise Multifamily,EAST,1,4,43566,Multifamily Housing,26.70000076,1163324.75,8.11,0.19,2,2,1.0,0.0,43566.0,10891.5,1.2383355391398545
3154,Multifamily HR (10+),High-Rise Multifamily,DOWNTOWN,1,12,123686,Multifamily Housing,29.70000076,4524791.0,86.99,0.7,2,2,1.0,0.0,123686.0,10307.167,1.024499560999239
3155,Multifamily MR (5-9),Mid-Rise Multifamily,SOUTHEAST,1,6,283479,Multifamily Housing,41.09999847,6821833.0,238.78,0.84,1,2,1.0,0.0,283479.0,47246.5,3.873787631097071
3156,NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1,10,513816,Office,52.09999847,18760766.0,214.19,0.42,1,3,1.0,0.0,513816.0,51381.6,1.6521576254905197
3157,Multifamily MR (5-9),Mid-Rise Multifamily,LAKE UNION,1,6,81993,Multifamily Housing,36.20000076,2530075.25,63.87,0.78,2,2,1.0,0.0,81993.0,13665.5,1.058213806627918
3158,NonResidential,Hotel,DOWNTOWN,1,14,144614,Hotel,34.59999847,5525072.5,50.32,0.35,1,1,1.0,0.0,144614.0,10329.571,0.7219130214995565
3159,NonResidential,Large Office,LAKE UNION,1,12,480702,Office,37.20000076,12720069.0,147.14,0.31,2,2,0.66037,0.33963,480702.0,40058.5,1.1123190801645155
3160,NonResidential,Mixed Use Property,MAGNOLIA / QUEEN ANNE,1,2,25532,Office,26.70000076,627854.125,4.38,0.17,2,5,1.0,0.0,25532.0,12766.0,4.596358011948355
3161,NonResidential,Other,GREATER DUWAMISH,1,2,108036,Parking,46.20000076,4991893.5,91.98,0.85,1,2,1.0,0.0,108036.0,54018.0,1.512053002748958
3162,Multifamily MR (5-9),Mid-Rise Multifamily,SOUTHWEST,2,6,271922,Multifamily Housing,42.29999924,7682562.5,205.45,0.76,1,2,0.72369,0.27631,135961.0,45320.333,4.012143610982007
3163,NonResidential,Large Office,LAKE UNION,1,12,483397,Office,40.90000153,13998638.0,202.12,0.42,1,2,0.65617,0.34383,483397.0,40283.083,1.189120429106142
3164,Multifamily MR (5-9),Mid-Rise Multifamily,LAKE UNION,1,8,110964,Multifamily Housing,30.89999962,3220534.0,74.88,0.67,2,2,1.0,0.0,110964.0,13870.5,1.217666703586523
3165,Multifamily MR (5-9),Mid-Rise Multifamily,BALLARD,2,7,318835,Multifamily Housing,30.39999962,7180055.0,165.61,0.52,2,2,1.0,0.0,159417.5,45547.857,4.829710043030758
3166,Multifamily LR (1-4),Low-Rise Multifamily,DOWNTOWN,1,4,44650,Multifamily Housing,28.0,1248599.0,8.7,0.19,16,1,1.0,0.0,44650.0,11162.5,0.7035652684165515
3167,Multifamily MR (5-9),Mid-Rise Multifamily,EAST,1,7,92208,Multifamily Housing,21.89999962,2015280.125,40.25,0.44,1,3,0.87163,0.12837,92208.0,13172.571,0.760607917003922
3168,Nonresidential COS,Large Office,LAKE UNION,1,13,536697,Office,37.90000153,13239050.0,245.16,0.46,2,3,0.63171,0.36829,536697.0,41284.385,1.129239812454656
3169,Multifamily MR (5-9),Mid-Rise Multifamily,NORTHEAST,2,7,42393,Multifamily Housing,51.20000076,1625695.75,31.46,0.74,2,1,1.0,0.0,21196.5,6056.143,3.6259695454348218
3170,Multifamily MR (5-9),Mid-Rise Multifamily,EAST,1,6,128460,Multifamily Housing,16.60000038,2127077.25,14.83,0.12,1,1,1.0,0.0,128460.0,21410.0,0.717951912291179
3171,Multifamily MR (5-9),Mid-Rise Multifamily,LAKE UNION,1,5,175844,Multifamily Housing,32.0,3182301.0,71.96,0.41,1,2,0.70403,0.29597,175844.0,35168.8,3.8141246496036056
3172,Multifamily HR (10+),High-Rise Multifamily,DOWNTOWN,1,40,319481,Multifamily Housing,41.90000153,15404161.0,395.26,1.24,1,5,0.8688,0.1312,319481.0,7987.025,0.7532868161922082
3173,Multifamily LR (1-4),Low-Rise Multifamily,NORTHEAST,1,3,48230,Multifamily Housing,29.89999962,783345.6875,5.46,0.11,35,2,1.0,0.0,48230.0,16076.667,5.7896484755984
3174,Multifamily LR (1-4),Low-Rise Multifamily,NORTHEAST,1,4,53100,Multifamily Housing,30.20000076,966812.125,6.74,0.13,35,2,1.0,0.0,53100.0,13275.0,5.774095891803282
3175,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,1,7,91128,Multifamily Housing,21.39999962,1953919.875,50.23,0.55,1,1,1.0,0.0,91128.0,13018.286,0.442202760693317
3176,NonResidential,Hotel,LAKE UNION,1,4,126823,Hotel,68.5,6042399.5,131.02,1.03,2,3,0.67246,0.32754,126823.0,31705.75,3.4268124009282213
3177,NonResidential,Warehouse,GREATER DUWAMISH,1,1,52085,Non-Refrigerated Warehouse,69.19999695,3605855.5,157.7,3.03,61,1,0.91894,0.08106,52085.0,52085.0,4.329190774285714
3178,NonResidential,Small- and Mid-Sized Office,GREATER DUWAMISH,1,2,24990,Office,176.8999939,4420650.5,134.8,5.39,87,1,1.0,0.0,24990.0,12495.0,5.370122762061944
3179,NonResidential,Other,NORTHEAST,1,1,72000,Other - Recreation,40.59999847,2925780.0,67.65,0.94,3,1,1.0,0.0,72000.0,72000.0,6.118143111068889
3180,Multifamily MR (5-9),Mid-Rise Multifamily,BALLARD,1,6,121218,Multifamily Housing,21.5,1962106.75,51.26,0.42,1,2,0.75396,0.24604,121218.0,20203.0,5.147621913694636
3181,Multifamily MR (5-9),Mid-Rise Multifamily,NORTHWEST,1,5,59653,Multifamily Housing,23.29999924,1152368.25,12.21,0.2,1,2,0.75889,0.24111,59653.0,11930.6,8.794453026119463
3182,Multifamily MR (5-9),Mid-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1,7,260051,Multifamily Housing,36.5,5328224.0,124.18,0.48,1,2,0.65198,0.34802,260051.0,37150.143,1.5270216962873018
3183,Multifamily MR (5-9),Mid-Rise Multifamily,NORTHEAST,1,7,233757,Multifamily Housing,23.60000038,4433091.5,86.25,0.37,1,2,0.80202,0.19798,233757.0,33393.857,3.934574760058521
3184,Multifamily HR (10+),High-Rise Multifamily,DOWNTOWN,1,20,149976,Multifamily Housing,33.59999847,4832277.5,103.37,0.69,1,5,0.9185,0.0815,149976.0,7498.8,0.8052244280760845
3185,NonResidential,K-12 School,GREATER DUWAMISH,1,3,45000,K-12 School,29.0,1325972.75,9.24,0.21,1,2,1.0,0.0,45000.0,15000.0,1.7165271645706095
3186,Multifamily MR (5-9),Mid-Rise Multifamily,NORTHEAST,1,7,213952,Multifamily Housing,42.40000153,6562457.5,205.52,0.96,1,2,0.75817,0.24183,213952.0,30564.571,4.852656314813177
3187,Multifamily LR (1-4),Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1,4,51095,Multifamily Housing,55.79999924,2751301.25,31.55,0.62,1,2,0.94551,0.05449,51095.0,12773.75,3.040302572798496
3188,Multifamily LR (1-4),Low-Rise Multifamily,LAKE UNION,1,4,41403,Multifamily Housing,27.89999962,1170777.125,28.08,0.68,1,2,1.0,0.0,41403.0,10350.75,3.413007705469167
3189,Multifamily LR (1-4),Low-Rise Multifamily,CENTRAL,1,3,25442,Multifamily Housing,64.30000305,2181833.5,75.62,2.97,1,7,0.97626,0.02374,25442.0,8480.667,2.1549739620993584
3190,Multifamily MR (5-9),Mid-Rise Multifamily,NORTHEAST,1,7,63825,Multifamily Housing,32.79999924,2337651.25,54.76,0.86,1,1,0.92401,0.07599,63825.0,9117.857,4.050964220299866
3191,Multifamily MR (5-9),Residence Hall,NORTHEAST,1,7,325000,Residence Hall/Dormitory,50.70000076,16467486.0,467.9,1.44,1,1,1.0,0.0,325000.0,46428.571,3.493756886553319
3192,Multifamily MR (5-9),Mid-Rise Multifamily,EAST,1,6,86045,Multifamily Housing,27.10000038,2161240.25,15.07,0.18,1,3,0.89647,0.10353,86045.0,14340.833,0.563549973888753
3193,NonResidential,Mixed Use Property,LAKE UNION,1,6,345290,Laboratory,144.5,39364116.0,1000.06,2.9,1,6,0.75375,0.24625,345290.0,57548.333,1.333296326111643
3194,Multifamily MR (5-9),Mid-Rise Multifamily,SOUTHWEST,1,7,208136,Multifamily Housing,21.10000038,3552185.0,96.9,0.47,1,2,0.71741,0.28259,208136.0,29733.714,3.993131024238221
3195,Multifamily LR (1-4),Low-Rise Multifamily,CENTRAL,1,4,20246,Multifamily Housing,44.70000076,789847.1875,18.88,0.93,2,1,0.87257,0.12743,20246.0,5061.5,1.6055284131608931
3196,Nonresidential WA,University,NORTHEAST,1,1,68072,College/University,46.20000076,3180819.25,22.17,0.33,54,1,1.0,0.0,68072.0,68072.0,3.909499227743397
3197,Nonresidential COS,Mixed Use Property,NORTH,1,1,20616,Other - Recreation,30.89999962,636965.5,4.44,0.22,11,5,1.0,0.0,20616.0,20616.0,6.865061243848464
3198,Nonresidential COS,Other,CENTRAL,1,1,11685,Prison/Incarceration,72.80000305,851053.8125,29.18,2.5,3,1,1.0,0.0,11685.0,11685.0,1.668294247893343
3199,Nonresidential COS,Other,BALLARD,1,1,11968,Prison/Incarceration,65.5,783423.0,23.0,1.92,6,1,1.0,0.0,11968.0,11968.0,6.3687452031860845
3200,Nonresidential COS,Other,NORTH,1,1,11285,Prison/Incarceration,57.20000076,645665.375,14.37,1.27,67,1,1.0,0.0,11285.0,11285.0,8.10701627349826
3201,Nonresidential COS,Other,BALLARD,1,1,16795,Other - Recreation,55.79999924,936616.5,24.73,1.47,105,5,1.0,0.0,16795.0,16795.0,5.392501821521481
3202,Nonresidential COS,Other,BALLARD,1,1,12769,Other - Recreation,400.7999878,5117308.5,216.18,16.93,44,4,1.0,0.0,12769.0,12769.0,5.323813513602147
3203,Nonresidential COS,Office,MAGNOLIA / QUEEN ANNE,1,1,13661,Office,36.79999924,502667.6875,3.5,0.26,64,1,1.0,0.0,13661.0,13661.0,2.861287630063956
3204,Nonresidential COS,Other,EAST,1,1,23445,Other - Recreation,254.8999939,5976246.0,259.22,11.06,104,1,1.0,0.0,23445.0,23445.0,1.9550564853290169
3205,Nonresidential COS,Mixed Use Property,CENTRAL,1,1,20050,Other - Recreation,90.40000153,1813404.0,60.81,3.03,22,4,1.0,0.0,20050.0,20050.0,1.393667033009239
3206,Nonresidential COS,Office,SOUTHEAST,1,1,15398,Office,25.20000076,387810.0,7.79,0.51,56,1,1.0,0.0,15398.0,15398.0,3.827104560121607
3207,Nonresidential COS,Other,DELRIDGE,1,1,18261,Other - Recreation,51.0,932082.125,20.33,1.11,34,1,1.0,0.0,18261.0,18261.0,4.93514134855841
3208,Nonresidential COS,Office,GREATER DUWAMISH,1,1,12294,Office,69.09999847,849745.6875,20.94,1.7,26,1,1.0,0.0,12294.0,12294.0,2.856619678013592
3209,Nonresidential COS,Other,DOWNTOWN,1,1,16000,Other - Recreation,59.40000153,950276.1875,32.17,2.01,12,1,1.0,0.0,16000.0,16000.0,0.8113121268356687
3210,Nonresidential COS,Other,MAGNOLIA / QUEEN ANNE,1,1,13157,Other - Recreation,438.2000122,5765898.0,223.54,16.99,42,3,1.0,0.0,13157.0,13157.0,2.4071562482492648
