,BuildingType,PrimaryPropertyType,Neighborhood,NumberofBuildings,NumberofFloors,PropertyGFATotal,LargestPropertyUseType,SiteEUI(kBtu/sf),SiteEnergyUse(kBtu),TotalGHGEmissions,GHGEmissionsIntensity,BuildingAge,TotalUseTypeNumber,GFABuildingRate,GFAParkingRate,GFAPerBuilding,GFAPerFloor,harvesine_distance
2934,Multifamily LR (1-4),Low-Rise Multifamily,NORTHWEST,1,3,96869,Multifamily Housing,29.89999962,2525345.75,17.61,0.18,34,2,1.0,0.0,96869.0,32289.667,8.462551518554404
2935,Multifamily LR (1-4),Low-Rise Multifamily,NORTHWEST,1,3,51908,Multifamily Housing,23.29999924,1194835.5,8.33,0.16,30,1,1.0,0.0,51908.0,17302.667,6.9654617656794775
2936,Multifamily LR (1-4),Low-Rise Multifamily,NORTHWEST,1,4,46339,Multifamily Housing,25.0,1071220.75,7.47,0.16,29,1,1.0,0.0,46339.0,11584.75,6.964061318363008
2937,Multifamily LR (1-4),Low-Rise Multifamily,NORTHWEST,1,4,43245,Multifamily Housing,21.29999924,920068.875,6.41,0.15,29,1,1.0,0.0,43245.0,10811.25,6.984907801792764
2938,Multifamily LR (1-4),Low-Rise Multifamily,NORTHWEST,1,4,56800,Multifamily Housing,29.29999924,1730542.25,12.06,0.21,27,1,1.0,0.0,56800.0,14200.0,7.002758462948083
2939,NonResidential,Worship Facility,NORTHEAST,1,1,29079,Worship Facility,29.60000038,861643.6875,22.18,0.76,61,1,1.0,0.0,29079.0,29079.0,5.3409024868405455
2940,NonResidential,Small- and Mid-Sized Office,EAST,1,3,28848,Office,37.79999924,726917.5,5.07,0.18,34,2,0.66667,0.33333,28848.0,9616.0,3.0880548321567347
2941,Multifamily LR (1-4),Low-Rise Multifamily,SOUTHEAST,1,4,42816,Multifamily Housing,31.10000038,1332912.625,9.29,0.22,49,1,1.0,0.0,42816.0,10704.0,6.826451321624599
2942,Multifamily HR (10+),High-Rise Multifamily,LAKE UNION,1,11,399935,Multifamily Housing,64.5,14204281.0,458.44,1.15,9,2,1.0,0.0,399935.0,36357.727,0.9402772492974122
2943,NonResidential,Small- and Mid-Sized Office,BALLARD,1,2,20535,Office,84.19999695,1835804.0,38.71,1.89,28,2,1.0,0.0,20535.0,10267.5,3.684637939144253
2944,NonResidential,Laboratory,MAGNOLIA / QUEEN ANNE,1,2,43025,Laboratory,218.3000031,9393108.0,255.97,5.95,31,2,1.0,0.0,43025.0,21512.5,3.4595251516751317
2945,Multifamily HR (10+),High-Rise Multifamily,DOWNTOWN,1,12,70939,Multifamily Housing,46.59999847,3307792.5,66.7,0.94,32,2,1.0,0.0,70939.0,5911.583,0.4058324318480143
2946,NonResidential,Warehouse,GREATER DUWAMISH,1,1,30800,Non-Refrigerated Warehouse,15.80000019,485971.0,3.39,0.11,51,1,1.0,0.0,30800.0,30800.0,4.052971910068666
2947,Multifamily MR (5-9),Mid-Rise Multifamily,NORTH,1,7,124642,Multifamily Housing,45.79999924,5702077.0,39.75,0.32,8,6,1.0,0.0,124642.0,17806.0,6.678836748345419
2948,Multifamily MR (5-9),Mid-Rise Multifamily,NORTH,1,7,120520,Multifamily Housing,22.29999924,2577115.25,17.97,0.15,8,3,1.0,0.0,120520.0,17217.143,6.637217392767054
2949,Multifamily LR (1-4),Low-Rise Multifamily,NORTH,1,2,30984,Multifamily Housing,39.79999924,1232210.0,8.59,0.28,46,1,1.0,0.0,30984.0,15492.0,7.205439712097054
2950,Multifamily LR (1-4),Senior Care Community,EAST,1,3,124930,Senior Care Community,50.79999924,6723971.5,157.88,1.26,21,1,1.0,0.0,124930.0,41643.333,8.942104292862805
2951,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,1,7,159840,Multifamily Housing,109.6999969,13945328.0,402.04,2.52,108,1,1.0,0.0,159840.0,22834.286,0.279364958214278
2952,Multifamily LR (1-4),Low-Rise Multifamily,SOUTHEAST,1,4,43732,Multifamily Housing,68.40000153,2989919.75,132.7,3.03,8,1,1.0,0.0,43732.0,10933.0,4.277104477100552
2953,NonResidential,Mixed Use Property,EAST,1,3,22168,Multifamily Housing,80.5,1784385.25,49.44,2.23,116,2,1.0,0.0,22168.0,7389.333,0.496767459185882
2954,NonResidential,Warehouse,GREATER DUWAMISH,1,1,37400,Non-Refrigerated Warehouse,24.70000076,924192.6875,7.8,0.21,94,3,1.0,0.0,37400.0,37400.0,0.8684892715477961
2955,Multifamily LR (1-4),Low-Rise Multifamily,SOUTHEAST,1,4,21200,Multifamily Housing,24.10000038,511180.6875,3.56,0.17,56,1,1.0,0.0,21200.0,5300.0,2.5046120313502667
2956,Multifamily LR (1-4),Low-Rise Multifamily,SOUTHEAST,1,4,21200,Multifamily Housing,25.5,541542.6875,3.78,0.18,56,1,1.0,0.0,21200.0,5300.0,2.5228790152500395
2957,Multifamily LR (1-4),Low-Rise Multifamily,SOUTHEAST,1,4,20365,Multifamily Housing,27.60000038,562338.3125,3.92,0.19,56,1,1.0,0.0,20365.0,5091.25,2.578952860232435
2958,Multifamily LR (1-4),Low-Rise Multifamily,EAST,1,4,74202,Multifamily Housing,27.60000038,1568900.25,28.78,0.39,10,3,1.0,0.0,74202.0,18550.5,0.7935922798587519
2959,NonResidential,Large Office,DOWNTOWN,1,11,268130,Office,56.0,15026352.0,106.86,0.4,16,1,1.0,0.0,268130.0,24375.455,0.6900862055175561
2960,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1,11,68452,Office,55.29999924,3782378.25,26.37,0.39,16,2,1.0,0.0,68452.0,6222.909,0.6575823819230328
2961,NonResidential,Large Office,DOWNTOWN,1,11,273185,Office,52.20000076,14709151.0,102.54,0.38,16,1,1.0,0.0,273185.0,24835.0,0.7061666493560984
2962,NonResidential,K-12 School,NORTHEAST,1,3,97500,K-12 School,38.29999924,3736960.0,156.45,1.6,92,1,1.0,0.0,97500.0,32500.0,4.821857400142949
2963,NonResidential,Small- and Mid-Sized Office,MAGNOLIA / QUEEN ANNE,1,5,54015,Office,55.90000153,3020001.5,21.05,0.39,34,1,1.0,0.0,54015.0,10803.0,1.845548318367989
2964,Multifamily LR (1-4),Low-Rise Multifamily,SOUTHWEST,1,3,79052,Multifamily Housing,25.10000038,1987218.75,13.85,0.18,29,3,1.0,0.0,79052.0,26350.667,4.0408408624660535
2965,Multifamily MR (5-9),Mid-Rise Multifamily,EAST,1,6,436301,Multifamily Housing,36.09999847,8102125.5,122.7,0.28,7,1,0.65699,0.34301,436301.0,72716.833,1.3050450039692725
2966,Multifamily LR (1-4),Low-Rise Multifamily,EAST,1,3,32881,Multifamily Housing,56.09999847,1928391.25,30.35,0.92,9,4,1.0,0.0,32881.0,10960.333,0.8754732509937146
2967,Multifamily MR (5-9),Mid-Rise Multifamily,LAKE UNION,1,6,198233,Multifamily Housing,40.29999924,5965171.0,159.8,0.81,4,4,1.0,0.0,198233.0,33038.833,3.375695163815075
2968,Multifamily HR (10+),High-Rise Multifamily,DOWNTOWN,1,17,176043,Multifamily Housing,37.40000153,5907068.0,144.57,0.82,5,2,1.0,0.0,176043.0,10355.471,1.0772972199571094
2969,Multifamily MR (5-9),Mid-Rise Multifamily,SOUTHWEST,1,5,63597,Multifamily Housing,34.0,2212058.5,61.62,0.97,5,2,1.0,0.0,63597.0,12719.4,3.069284997067614
2970,NonResidential,Restaurant,DOWNTOWN,1,13,42000,Other - Restaurant/Bar,148.0,7798464.0,273.91,6.52,31,4,1.0,0.0,42000.0,3230.769,0.3796453572761525
2971,Multifamily LR (1-4),Mixed Use Property,NORTHEAST,1,4,257248,Senior Care Community,31.60000038,7574092.0,120.92,0.47,8,4,1.0,0.0,257248.0,64312.0,4.438819258140335
2972,Nonresidential COS,Other,NORTH,1,1,24697,Library,64.69999695,1295685.75,29.18,1.18,51,2,1.0,0.0,24697.0,24697.0,8.005451106589314
2973,NonResidential,University,CENTRAL,2,1,57468,College/University,52.29999924,3543985.5,89.8,1.56,3,1,1.0,0.0,28734.0,57468.0,1.5570407882058772
2974,NonResidential,University,EAST,1,5,84000,College/University,144.5,12184124.0,441.94,5.26,10,1,1.0,0.0,84000.0,16800.0,0.9512684479334294
2975,Multifamily MR (5-9),Mid-Rise Multifamily,LAKE UNION,1,6,79684,Multifamily Housing,42.20000076,3383356.75,70.46,0.88,16,2,1.0,0.0,79684.0,13280.667,0.8831568788963318
2976,Multifamily LR (1-4),Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1,4,22625,Multifamily Housing,41.59999847,941564.8125,27.56,1.22,12,2,1.0,0.0,22625.0,5656.25,3.1935359445827327
2977,NonResidential,Retail Store,DOWNTOWN,1,3,103000,Retail Store,50.59999847,5214621.5,81.18,0.79,25,1,1.0,0.0,103000.0,34333.333,0.3580998987213094
2978,NonResidential,Supermarket / Grocery Store,SOUTHWEST,1,1,37864,Supermarket/Grocery Store,212.0,8025696.0,176.75,4.67,8,1,1.0,0.0,37864.0,37864.0,3.963031974900445
2979,NonResidential,Supermarket / Grocery Store,EAST,1,2,66497,Supermarket/Grocery Store,139.6999969,9290214.0,72.02,1.08,66,1,1.0,0.0,66497.0,33248.5,1.2436775205138453
2980,NonResidential,Retail Store,MAGNOLIA / QUEEN ANNE,1,4,34010,Retail Store,92.69999695,3560614.25,24.82,0.73,10,1,1.0,0.0,34010.0,8502.5,1.4613057753436924
2981,NonResidential,Supermarket / Grocery Store,MAGNOLIA / QUEEN ANNE,1,4,45980,Supermarket/Grocery Store,180.6000061,8305255.0,193.36,4.21,10,1,1.0,0.0,45980.0,11495.0,1.4613057753436924
2982,Multifamily MR (5-9),Mid-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1,5,34728,Multifamily Housing,29.79999924,1034941.313,7.21,0.21,46,1,1.0,0.0,34728.0,6945.6,4.127830254794218
2983,Multifamily MR (5-9),Mid-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1,5,34480,Multifamily Housing,22.39999962,771296.8125,5.38,0.16,46,1,1.0,0.0,34480.0,6896.0,4.138986558502103
2984,Multifamily LR (1-4),Low-Rise Multifamily,NORTHWEST,1,4,56800,Multifamily Housing,35.40000153,2009703.25,48.85,0.86,32,1,1.0,0.0,56800.0,14200.0,8.349560966772742
2985,NonResidential,Other,CENTRAL,1,1,45000,Fitness Center/Health Club/Gym,77.90000153,3505497.0,137.66,3.06,25,2,1.0,0.0,45000.0,45000.0,1.575904869983755
2986,NonResidential,Other,GREATER DUWAMISH,1,6,333698,Parking,41.09999847,13730204.0,295.42,0.89,17,2,1.0,0.0,333698.0,55616.333,0.7433059527767965
2987,NonResidential,Warehouse,GREATER DUWAMISH,1,4,72859,Non-Refrigerated Warehouse,20.60000038,1498457.875,12.43,0.17,112,1,1.0,0.0,72859.0,18214.75,3.89162661771591
2988,SPS-District K-12,K-12 School,SOUTHEAST,1,2,138705,K-12 School,35.79999924,4959298.0,124.77,0.9,7,1,1.0,0.0,138705.0,69352.5,6.344510284952734
2989,Multifamily LR (1-4),Low-Rise Multifamily,DELRIDGE,1,3,20000,Multifamily Housing,21.89999962,521030.5938,3.63,0.18,14,1,1.0,0.0,20000.0,6666.667,3.9476347697719607
2990,Multifamily HR (10+),High-Rise Multifamily,EAST,1,17,236148,Multifamily Housing,47.29999924,9162810.0,236.05,1.0,4,2,1.0,0.0,236148.0,13891.059,0.4682001246792277
2991,NonResidential,Mixed Use Property,GREATER DUWAMISH,1,3,21947,Other,57.79999924,1554599.25,37.83,1.72,12,3,1.0,0.0,21947.0,7315.667,1.6550695785691223
2992,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1,6,73102,Office,46.5,4307238.5,30.03,0.41,31,2,1.0,0.0,73102.0,12183.667,0.3352558544057645
2993,Multifamily LR (1-4),Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1,4,24386,Multifamily Housing,23.60000038,574650.375,4.01,0.16,48,1,1.0,0.0,24386.0,6096.5,4.279425726333885
2994,Nonresidential COS,Mixed Use Property,GREATER DUWAMISH,5,1,87458,Office,96.90000153,8475238.0,270.63,3.09,50,4,1.0,0.0,17491.6,87458.0,1.939015949347304
2995,Multifamily LR (1-4),Low-Rise Multifamily,GREATER DUWAMISH,1,4,35796,Multifamily Housing,28.0,1001304.125,6.98,0.19,48,1,1.0,0.0,35796.0,8949.0,1.4057596500403298
2996,Multifamily LR (1-4),Low-Rise Multifamily,NORTHWEST,1,4,43228,Multifamily Housing,22.0,953059.875,6.64,0.15,26,1,1.0,0.0,43228.0,10807.0,8.501787399988071
2997,Multifamily LR (1-4),Low-Rise Multifamily,NORTHWEST,1,4,35560,Multifamily Housing,18.10000038,644415.0,4.49,0.13,26,1,1.0,0.0,35560.0,8890.0,8.501787399988071
2998,Multifamily MR (5-9),Mid-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1,7,36179,Multifamily Housing,54.40000153,1540258.5,34.22,0.95,5,2,1.0,0.0,36179.0,5168.429,1.368124852769378
2999,NonResidential,Supermarket / Grocery Store,NORTH,1,1,51400,Supermarket/Grocery Store,225.6999969,11702959.0,303.69,5.91,5,2,1.0,0.0,51400.0,51400.0,7.819508718118434
3000,Multifamily MR (5-9),Mid-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1,6,290520,Multifamily Housing,33.29999924,6769410.5,186.16,0.64,5,1,1.0,0.0,290520.0,48420.0,1.666857992020596
3001,NonResidential,Small- and Mid-Sized Office,LAKE UNION,1,1,26263,Office,62.20000076,1634669.375,11.4,0.43,23,1,1.0,0.0,26263.0,26263.0,2.87235105868243
3002,Multifamily LR (1-4),Low-Rise Multifamily,SOUTHEAST,1,4,88449,Multifamily Housing,44.0,3890340.0,66.37,0.75,6,5,1.0,0.0,88449.0,22112.25,3.547768010400961
3003,Multifamily LR (1-4),Low-Rise Multifamily,NORTHEAST,1,3,31930,Multifamily Housing,26.39999962,841915.875,5.87,0.18,5,1,1.0,0.0,31930.0,10643.333,5.973897037991849
3004,Multifamily LR (1-4),Low-Rise Multifamily,NORTH,1,4,138121,Multifamily Housing,32.0,4415329.0,139.12,1.01,5,3,1.0,0.0,138121.0,34530.25,8.096359304509392
3005,Multifamily MR (5-9),Mid-Rise Multifamily,NORTHEAST,1,6,39636,Multifamily Housing,41.29999924,1692199.25,11.91,0.3,5,1,1.0,0.0,39636.0,6606.0,4.042816602953325
3006,Multifamily LR (1-4),Low-Rise Multifamily,NORTHEAST,1,3,29646,Multifamily Housing,26.60000038,790039.8125,5.51,0.19,5,1,1.0,0.0,29646.0,9882.0,5.936809004194028
3007,Multifamily LR (1-4),Low-Rise Multifamily,EAST,1,3,29656,Multifamily Housing,29.0,859137.125,21.37,0.72,89,1,1.0,0.0,29656.0,9885.333,1.0330779699217292
3008,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,1,5,39493,Multifamily Housing,126.4000015,4133811.0,155.47,3.94,89,3,0.78477,0.21523,39493.0,7898.6,0.6449069669544337
3009,Multifamily MR (5-9),Mid-Rise Multifamily,CENTRAL,1,5,140254,Multifamily Housing,35.70000076,4396566.0,90.73,0.65,5,3,1.0,0.0,140254.0,28050.8,0.7646289193416839
3010,Multifamily LR (1-4),Low-Rise Multifamily,NORTHEAST,1,3,38264,Multifamily Housing,43.09999847,1648774.375,53.12,1.39,69,1,1.0,0.0,38264.0,12754.667,6.013683204153439
3011,NonResidential,Laboratory,EAST,1,8,178000,Laboratory,292.2000122,53166156.0,2549.47,14.32,16,1,1.0,0.0,178000.0,22250.0,0.4392119165617932
3012,Multifamily MR (5-9),Mid-Rise Multifamily,EAST,1,6,102696,Multifamily Housing,25.10000038,2580050.25,47.14,0.46,4,2,1.0,0.0,102696.0,17116.0,0.9012810381061884
3013,NonResidential,Large Office,GREATER DUWAMISH,1,4,162157,Office,251.6000061,40613740.0,537.03,3.31,11,2,1.0,0.0,162157.0,40539.25,2.3026102008142204
3014,Multifamily MR (5-9),Mid-Rise Multifamily,CENTRAL,1,6,57495,Multifamily Housing,26.89999962,1338373.5,30.78,0.54,4,3,1.0,0.0,57495.0,9582.5,0.7324164763301934
3015,NonResidential,Supermarket / Grocery Store,MAGNOLIA / QUEEN ANNE,1,4,33997,Supermarket/Grocery Store,262.6000061,8926736.0,94.63,2.78,13,2,1.0,0.0,33997.0,8499.25,1.7022857395715385
3016,Multifamily MR (5-9),Mid-Rise Multifamily,NORTHWEST,1,6,375502,Multifamily Housing,22.5,8435093.0,376.57,1.0,6,1,0.63499,0.36501,375502.0,62583.667,8.694376725218147
3017,NonResidential,Large Office,LAKE UNION,1,11,526423,Office,42.79999924,17463744.0,163.19,0.31,4,3,1.0,0.0,526423.0,47856.636,0.9974378816548573
3018,NonResidential,Mixed Use Property,DOWNTOWN,1,6,74211,Office,21.5,1357119.875,9.46,0.13,114,3,1.0,0.0,74211.0,12368.5,0.373181621908574
3019,Multifamily MR (5-9),Mid-Rise Multifamily,CENTRAL,1,6,174654,Multifamily Housing,28.20000076,3640395.5,35.43,0.2,4,6,1.0,0.0,174654.0,29109.0,1.3436248072397277
3020,NonResidential,Warehouse,SOUTHEAST,1,2,45700,Non-Refrigerated Warehouse,5.300000191,1544193.75,15.5,0.34,28,1,1.0,0.0,45700.0,22850.0,7.038334591855564
3022,Multifamily MR (5-9),Mid-Rise Multifamily,BALLARD,1,6,177528,Multifamily Housing,32.90000153,4228238.0,100.59,0.57,4,2,1.0,0.0,177528.0,29588.0,4.677180322426492
3023,Multifamily MR (5-9),Mid-Rise Multifamily,EAST,1,6,153767,Multifamily Housing,27.5,4225362.5,95.26,0.62,5,2,1.0,0.0,153767.0,25627.833,0.7235358220857352
3024,Multifamily MR (5-9),Mid-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1,6,43762,Multifamily Housing,23.89999962,665200.1875,4.64,0.11,4,2,1.0,0.0,43762.0,7293.667,1.608444940469473
3025,NonResidential,Other,NORTHWEST,1,2,53575,Urgent Care/Clinic/Other Outpatient,593.5999756,31803568.0,619.9,11.57,4,1,1.0,0.0,53575.0,26787.5,7.367015401434196
3026,Multifamily MR (5-9),Mid-Rise Multifamily,EAST,1,7,224577,Multifamily Housing,29.0,7811542.5,170.98,0.76,4,4,1.0,0.0,224577.0,32082.429,1.1063458702514126
3027,NonResidential,Large Office,GREATER DUWAMISH,1,6,157345,Office,73.90000153,11624548.0,92.07,0.59,4,1,1.0,0.0,157345.0,26224.167,1.128596660268087
3028,Multifamily MR (5-9),Mid-Rise Multifamily,EAST,1,6,94933,Multifamily Housing,27.5,2757855.5,65.19,0.69,4,2,1.0,0.0,94933.0,15822.167,0.5480244541989973
3029,NonResidential,Residence Hall,NORTHEAST,1,5,136758,Residence Hall/Dormitory,30.29999924,6275367.5,175.46,1.28,4,1,1.0,0.0,136758.0,27351.6,3.560186717139925
3030,NonResidential,Residence Hall,NORTHEAST,1,7,192259,Residence Hall/Dormitory,44.90000153,8767617.0,191.97,1.0,4,2,1.0,0.0,192259.0,27465.571,3.541085965546417
3031,Multifamily LR (1-4),Low-Rise Multifamily,SOUTHEAST,1,4,43210,Multifamily Housing,40.79999924,1764879.125,39.88,0.92,4,2,1.0,0.0,43210.0,10802.5,3.4377072599113108
3032,Nonresidential COS,Other,GREATER DUWAMISH,2,2,137138,Other - Utility,39.5,5475367.0,38.17,0.28,4,1,1.0,0.0,68569.0,68569.0,5.091583213801452
3033,Multifamily LR (1-4),Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1,4,74964,Multifamily Housing,49.79999924,2277238.25,80.27,1.07,4,2,1.0,0.0,74964.0,18741.0,2.40740917270654
3034,Multifamily LR (1-4),Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1,3,21753,Multifamily Housing,40.0,836437.6875,12.56,0.58,4,1,1.0,0.0,21753.0,7251.0,3.30164712052918
3035,Multifamily MR (5-9),Mid-Rise Multifamily,SOUTHWEST,1,5,59205,Multifamily Housing,33.5,1721433.625,38.92,0.66,4,2,1.0,0.0,59205.0,11841.0,3.707307377292039
3036,NonResidential,Other,EAST,1,7,267470,Other,159.1999969,42584028.0,1597.56,5.97,4,2,1.0,0.0,267470.0,38210.0,0.3615234467809093
3037,Multifamily HR (10+),High-Rise Multifamily,DOWNTOWN,1,24,602398,Multifamily Housing,34.5,25397086.0,542.74,0.9,4,2,1.0,0.0,602398.0,25099.917,0.7384220578317703
3038,Multifamily MR (5-9),Mid-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1,7,334785,Multifamily Housing,37.5,9722237.0,287.57,0.86,4,3,1.0,0.0,334785.0,47826.429,1.5411549098029174
3039,Multifamily MR (5-9),Mid-Rise Multifamily,NORTHEAST,1,7,74421,Multifamily Housing,61.90000153,3720750.75,99.65,1.34,4,1,1.0,0.0,74421.0,10631.571,4.33487414618594
3040,NonResidential,Hospital,NORTHEAST,1,8,330000,Hospital (General Medical & Surgical),239.1999969,57764408.0,1789.69,5.42,3,1,1.0,0.0,330000.0,41250.0,4.45941811614808
3041,Multifamily HR (10+),High-Rise Multifamily,DOWNTOWN,1,16,194228,Multifamily Housing,39.79999924,8066399.5,123.15,0.63,3,2,0.62213,0.37787,194228.0,12139.25,0.2720258042714529
3042,Multifamily LR (1-4),Low-Rise Multifamily,LAKE UNION,1,4,31962,Multifamily Housing,33.40000153,994194.875,6.93,0.22,4,2,1.0,0.0,31962.0,7990.5,3.125975394400823
3043,Multifamily LR (1-4),Low-Rise Multifamily,NORTHWEST,1,4,54771,Multifamily Housing,23.39999962,1228963.75,8.65,0.16,4,1,1.0,0.0,54771.0,13692.75,6.875149628962107
3044,Multifamily LR (1-4),Low-Rise Multifamily,DELRIDGE,1,4,27950,Multifamily Housing,80.30000305,2245568.25,73.39,2.63,3,1,1.0,0.0,27950.0,6987.5,3.9792840960255256
3045,NonResidential,Other,SOUTHWEST,1,6,146363,Strip Mall,80.09999847,11730555.0,325.94,2.23,29,1,1.0,0.0,146363.0,24393.833,4.0408408624660535
3046,Multifamily MR (5-9),Mid-Rise Multifamily,LAKE UNION,1,6,41502,Multifamily Housing,51.59999847,2227908.75,76.5,1.84,3,1,1.0,0.0,41502.0,6917.0,0.9687368263446
3047,Multifamily MR (5-9),Mid-Rise Multifamily,EAST,1,7,88974,Multifamily Housing,28.89999962,2599171.75,54.04,0.61,3,2,0.96401,0.03599,88974.0,12710.571,0.5938618515438397
3048,Multifamily MR (5-9),Senior Care Community,NORTHWEST,1,7,120000,Senior Care Community,42.09999847,5053635.0,122.35,1.02,4,2,1.0,0.0,120000.0,17142.857,8.627621199059016
3049,Multifamily LR (1-4),Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1,4,108872,Multifamily Housing,28.20000076,2435382.0,16.82,0.15,3,2,1.0,0.0,108872.0,27218.0,1.469609315218388
3050,NonResidential,Supermarket / Grocery Store,SOUTHWEST,1,1,67263,Supermarket/Grocery Store,218.5,14697487.0,352.77,5.24,5,1,1.0,0.0,67263.0,67263.0,3.0915775013104354
3051,NonResidential,Large Office,DOWNTOWN,1,13,354086,Office,56.70000076,13458948.0,147.84,0.42,28,5,0.57828,0.42172,354086.0,27237.385,0.6665769452862538
3052,Multifamily MR (5-9),Mid-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1,6,21762,Multifamily Housing,36.20000076,1093757.75,24.54,1.13,3,2,1.0,0.0,21762.0,3627.0,1.6833773077178138
3053,NonResidential,Worship Facility,NORTHEAST,1,2,70292,Worship Facility,27.5,1933811.625,57.59,0.82,8,1,1.0,0.0,70292.0,35146.0,5.3064454483381445
3054,NonResidential,Other,DOWNTOWN,1,7,90679,Data Center,694.7000122,41680640.0,290.57,3.2,41,2,0.6127,0.3873,90679.0,12954.143,0.669482275184091
3055,Multifamily MR (5-9),Mid-Rise Multifamily,BALLARD,1,7,51287,Multifamily Housing,53.0,2665558.25,68.98,1.34,3,4,1.0,0.0,51287.0,7326.714,4.915151625794422
3056,Multifamily MR (5-9),Mid-Rise Multifamily,NORTHEAST,1,6,84577,Multifamily Housing,48.40000153,1883200.75,47.93,0.57,3,2,1.0,0.0,84577.0,14096.167,4.887106583296496
3057,Multifamily MR (5-9),Mid-Rise Multifamily,DOWNTOWN,1,8,53708,Multifamily Housing,65.90000153,6182350.5,161.23,3.0,3,3,1.0,0.0,53708.0,6713.5,0.8497592793716156
3058,Multifamily LR (1-4),Low-Rise Multifamily,BALLARD,1,4,56184,Multifamily Housing,31.10000038,1137504.75,23.14,0.41,3,2,1.0,0.0,56184.0,14046.0,3.750263579613079
3059,Multifamily MR (5-9),Mid-Rise Multifamily,EAST,1,6,31981,Multifamily Housing,27.10000038,866825.375,6.04,0.19,3,1,1.0,0.0,31981.0,5330.167,0.6171099360363664
3060,Multifamily HR (10+),High-Rise Multifamily,DOWNTOWN,1,24,295754,Multifamily Housing,40.90000153,10055690.0,251.43,0.85,3,3,1.0,0.0,295754.0,12323.083,0.7057324365695683
3061,Multifamily MR (5-9),Mid-Rise Multifamily,EAST,1,6,24457,Multifamily Housing,27.89999962,1048781.0,24.7,1.01,3,2,1.0,0.0,24457.0,4076.167,1.168959380301245
3062,Multifamily MR (5-9),Mid-Rise Multifamily,EAST,1,6,51424,Multifamily Housing,24.10000038,1240924.625,9.86,0.19,3,2,1.0,0.0,51424.0,8570.667,1.073450773207525
3063,NonResidential,K-12 School,EAST,1,2,35780,K-12 School,76.59999847,2912264.0,51.59,1.44,2,1,1.0,0.0,35780.0,17890.0,0.5902544541267217
3064,Multifamily MR (5-9),Mid-Rise Multifamily,NORTHWEST,3,5,198202,Multifamily Housing,32.40000153,6413181.5,176.88,0.89,3,3,1.0,0.0,66067.333,39640.4,6.785220357603715
3065,NonResidential,Large Office,MAGNOLIA / QUEEN ANNE,1,3,105061,Office,16.29999924,1363191.625,9.5,0.09,3,2,0.73142,0.26858,105061.0,35020.333,2.847155492086228
3066,Multifamily MR (5-9),Mid-Rise Multifamily,DELRIDGE,1,6,227672,Multifamily Housing,23.10000038,5258024.5,49.26,0.22,3,1,1.0,0.0,227672.0,37945.333,3.1019769063612683
3067,NonResidential,Small- and Mid-Sized Office,DOWNTOWN,1,3,62662,Office,53.20000076,2502131.0,20.1,0.32,3,1,0.7608,0.2392,62662.0,20887.333,1.124269728920052
3068,Multifamily LR (1-4),Low-Rise Multifamily,LAKE UNION,1,4,28200,Multifamily Housing,30.20000076,784329.5,5.47,0.19,3,2,1.0,0.0,28200.0,7050.0,3.5426232352245086
3069,Multifamily LR (1-4),Low-Rise Multifamily,BALLARD,1,4,83999,Multifamily Housing,27.70000076,2330242.0,57.59,0.69,3,1,1.0,0.0,83999.0,20999.75,5.353164271633922
3070,NonResidential,Hotel,BALLARD,1,4,62381,Hotel,58.0,3497215.5,24.38,0.39,3,3,0.63213,0.36787,62381.0,15595.25,4.768000581613013
3071,Multifamily LR (1-4),Low-Rise Multifamily,NORTHWEST,1,4,49970,Multifamily Housing,33.09999847,1237252.75,8.63,0.17,3,1,1.0,0.0,49970.0,12492.5,7.012235203709877
3072,Multifamily HR (10+),High-Rise Multifamily,DOWNTOWN,1,13,161722,Multifamily Housing,34.70000076,4634655.0,77.29,0.48,3,2,1.0,0.0,161722.0,12440.154,1.1115571147346572
3073,Multifamily MR (5-9),Mid-Rise Multifamily,NORTHEAST,2,7,305925,Multifamily Housing,24.70000076,7545909.5,138.79,0.45,3,2,1.0,0.0,152962.5,43703.571,3.961199289831232
3074,Multifamily LR (1-4),Low-Rise Multifamily,CENTRAL,1,4,61558,Multifamily Housing,26.89999962,1327353.25,20.58,0.33,3,4,1.0,0.0,61558.0,15389.5,1.7095712999443171
3075,Multifamily LR (1-4),Low-Rise Multifamily,MAGNOLIA / QUEEN ANNE,1,4,29158,Multifamily Housing,25.89999962,812587.875,21.18,0.73,3,2,1.0,0.0,29158.0,7289.5,1.714928173404176
